url,price,Lng,Lat,district,distance,age,square,communityAverage,followers,tradeTime,constructionTime,livingRoom,floorType,floorHeight,buildingType,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway
https://bj.lianjia.com/chengjiao/BJCY91647914.html,36949,116.609957,39.91983,7,0.2031591374981675,12,62.79,54263.0,0,2016,2007,1,Middle,28,3,4,6,0.5,1,1,1
https://bj.lianjia.com/chengjiao/BJCY85530883.html,45196,116.443977,39.967084,7,0.07274801980123038,31,42.04,65931.0,0,2013,1988,1,Top,6,4,1,2,0.333,0,0,1
https://bj.lianjia.com/chengjiao/BJCP91817956.html,28088,116.445785,40.077726,6,0.17772079479058944,16,117.49,36411.0,2,2016,2003,2,Bottom,6,4,4,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101091962176.html,68858,116.47773,40.002156,7,0.12058891672122722,22,89.75,60348.0,198,2017,1997,2,Middle,26,1,4,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/BJDC84934292.html,27614,116.400687,39.872287,1,0.03261140809594188,12,37.3,67515.0,0,2012,2007,1,Middle,15,3,1,6,0.13,1,1,1
https://bj.lianjia.com/chengjiao/101100479966.html,67684,116.3367,39.897727,10,0.07099570218682472,10,101.65,89617.0,11,2016,2009,3,Low,24,1,4,6,0.4,1,1,1
https://bj.lianjia.com/chengjiao/BJHD86921905.html,49089,116.328579,39.954213,8,0.09334907717807671,30,71.3,94490.0,9,2014,1989,3,Low,15,1,1,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/BJCY84295572.html,35303,116.433123,40.00209,7,0.10121326409616421,10,71.1,94252.0,0,2012,2009,1,Low,18,3,1,6,0.5,1,1,1
https://bj.lianjia.com/chengjiao/101101041695.html,46512,116.695201,39.934643,11,0.28940662025945585,21,85.14,36953.0,16,2017,1998,2,Low,6,4,3,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/BJCP89041133.html,21964,116.353594,40.088104,6,0.19161358733659462,16,133.86,47698.0,2,2015,2003,3,Top,6,4,4,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101101065348.html,72515,116.428268,39.989974,7,0.08827600183514883,35,57.23,69836.0,10,2017,1984,2,Middle,6,4,3,2,0.5,0,0,1
https://bj.lianjia.com/chengjiao/101101065948.html,59649,116.564943,39.927447,7,0.15924892419731176,16,53.48,53315.0,9,2017,2003,1,Middle,6,4,4,2,0.25,0,0,1
https://bj.lianjia.com/chengjiao/BJHD85548671.html,45145,116.377339,39.983461,8,0.08477009992915319,12,54.27,74258.0,0,2013,2007,1,High,15,1,1,6,0.14300000000000002,1,1,1
https://bj.lianjia.com/chengjiao/BJCY85434896.html,48873,116.387533,39.986544,7,0.08470674131968177,12,26.6,58245.0,2,2013,2007,1,Middle,13,1,1,6,0.108,1,1,1
https://bj.lianjia.com/chengjiao/BJHD88959580.html,35677,116.304497,39.895431,8,0.10327595446181823,22,74.0,65996.0,0,2015,1997,2,Middle,24,1,4,6,0.25,1,1,0
https://bj.lianjia.com/chengjiao/BJHD86654230.html,55992,116.3328,39.938358,8,0.0820483330970124,19,128.59,98686.0,2,2013,2000,3,Middle,24,1,1,6,0.375,1,1,1
https://bj.lianjia.com/chengjiao/BJCY88054132.html,33691,116.441781,39.991956,7,0.09425056337762928,11,94.24,70655.0,20,2014,2008,2,Low,28,3,4,6,0.333,1,1,0
https://bj.lianjia.com/chengjiao/BJSY85446740.html,14840,116.670101,40.118729,13,0.339167373492798,18,107.82,34694.0,1,2013,2001,3,High,18,1,1,2,0.25,1,1,0
https://bj.lianjia.com/chengjiao/BJCY91847891.html,57200,116.482331,40.014156,7,0.13306004921463196,19,130.42,65595.0,12,2016,2000,3,Middle,24,1,4,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/BJXC87504063.html,54215,116.354868,39.94418,10,0.06601523630193203,27,60.5,96627.0,28,2015,1992,2,Top,16,1,4,2,0.333,1,1,1
https://bj.lianjia.com/chengjiao/BJFT86837444.html,39018,116.367835,39.870721,2,0.051828878687462235,29,57.0,64917.0,4,2014,1990,2,Middle,6,4,1,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/BJHD00443948.html,21259,116.362306,40.035119,8,0.13846751747972846,20,117.6,56523.0,0,2012,1999,3,Middle,10,4,1,6,1.0,1,1,1
https://bj.lianjia.com/chengjiao/BJCP89106122.html,28572,116.35699,40.093976,6,0.1963570683117824,14,124.95,46280.0,2,2015,2005,3,Low,6,4,3,2,0.5,0,0,1
https://bj.lianjia.com/chengjiao/BJSY90932601.html,25580,116.648422,40.137571,13,0.33549013118868287,25,49.65,39215.0,1,2015,1994,1,High,6,4,3,2,0.333,0,0,1
https://bj.lianjia.com/chengjiao/BJCY87696781.html,29510,116.59247,39.926531,7,0.18641238816399394,17,65.91,61359.0,3,2014,2002,1,Middle,11,4,4,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/101101036293.html,91611,116.317831,40.039,8,0.16184451106231287,20,103.7,85111.0,39,2017,1999,2,High,6,4,4,6,0.25,0,0,0
https://bj.lianjia.com/chengjiao/101092214538.html,70472,116.268601,39.933567,8,0.14187171349496455,14,106.0,91180.0,38,2016,2005,2,Middle,9,4,4,6,0.2,1,1,0
https://bj.lianjia.com/chengjiao/BJCY91643297.html,37405,116.433365,40.048629,7,0.14674439432563888,21,79.75,50643.0,29,2016,1998,2,High,25,1,4,6,0.25,1,1,0
https://bj.lianjia.com/chengjiao/BJCY84926066.html,22037,116.594761,39.921447,7,0.18815313797543642,23,59.9,45906.0,0,2012,1996,2,High,6,4,1,2,0.333,0,0,0
https://bj.lianjia.com/chengjiao/BJCY89528487.html,44870,116.46028,39.957618,7,0.07516499932814141,36,57.5,65355.0,4,2015,1983,2,Low,6,4,4,4,0.333,0,0,1
https://bj.lianjia.com/chengjiao/BJFT84290346.html,26559,116.389141,39.850859,2,0.05637954737314195,10,89.99,66712.0,0,2012,2009,2,Middle,19,1,1,6,1.0,1,1,1
https://bj.lianjia.com/chengjiao/BJCY86442908.html,33361,116.559704,39.92503,7,0.153721817956984,14,98.32,50512.0,3,2013,2005,2,High,21,3,1,6,0.333,1,1,0
https://bj.lianjia.com/chengjiao/BJCY91165380.html,57525,116.433356,40.005811,7,0.10487377773781238,10,56.15,79930.0,7,2015,2009,1,High,10,4,4,6,0.2,1,1,1
https://bj.lianjia.com/chengjiao/BJXC88802231.html,59246,116.352035,39.916799,10,0.05678043700077768,24,53.0,100445.0,6,2015,1995,2,Bottom,16,1,3,2,0.25,1,1,1
https://bj.lianjia.com/chengjiao/BJDC87239850.html,58223,116.434144,39.928568,1,0.03618067108277847,16,67.5,98739.0,6,2014,2003,2,High,6,4,1,6,0.333,0,0,1
https://bj.lianjia.com/chengjiao/101101497270.html,70941,116.321953,40.058245,8,0.17615632782843554,22,70.2,60019.0,63,2017,1997,2,Bottom,6,4,1,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/BJSJ87856363.html,26419,116.195177,39.932325,9,0.21407853081053557,18,71.54,47095.0,7,2014,2001,2,High,20,1,3,6,0.25,1,1,0
https://bj.lianjia.com/chengjiao/101100674719.html,95565,116.437852,39.941438,1,0.048103980583734426,16,73.04,99153.0,79,2016,2003,2,Middle,23,1,4,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/BJSY90164676.html,26596,116.560168,40.110054,13,0.25634728619589614,23,106.41,44446.0,10,2016,1996,3,Middle,6,4,3,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/BJCY89347710.html,29465,116.557273,39.918665,7,0.15056942702288428,21,73.14,49260.0,8,2015,1998,2,Low,6,4,4,2,0.5,0,0,1
https://bj.lianjia.com/chengjiao/BJCY90693854.html,35933,116.475341,39.880705,7,0.07188876481064915,28,42.58,58502.0,62,2015,1991,1,Top,6,4,4,2,0.333,0,0,1
https://bj.lianjia.com/chengjiao/BJCY89257258.html,38235,116.460032,39.879667,7,0.05806888592870143,24,47.34,55722.0,2,2015,1995,1,Bottom,18,1,4,6,0.2,1,1,1
